organism,ncbi,jgi,assembly,BioSample,BioProject
Bacteria_Bacteroidetes_Chlorobi_group_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chloroherpeton_thalassium_ATCC_35110,NC_011026,NA,GCA_000020525.1,SAMN02598461,PRJNA29215
Bacteria_Bacteroidetes_Chlorobi_group_Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Prosthecochloris_aestuarii_DSM_271,NC_011059,NA,NA,NA,NA
Bacteria_Bacteroidetes_Chlorobi_group_Ignavibacteria_Ignavibacteria_Ignavibacteriales_Ignavibacteriaceae_Ignavibacterium_album_Mat9_16_JCM_16511,NC_017464,NA,GCA_000258405.1,SAMN02603949,PRJNA61811
Bacteria_Bacteroidetes_Chlorobi_group_Ignavibacteria_Ignavibacteria_Ignavibacteriales_Ignavibacteriaceae_Melioribacter_roseus_P3M,NC_018178,NA,GCA_000279145.1,SAMN02603097,PRJNA165865
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_GWA2_Bdellovibrionales_49_15,SAMN04313907,NA,GCA_001769855.1,SAMN04313907,PRJNA288027
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_RIFOXYA1_FULL_Bacteriovorax_38_20,SAMN04314302,NA,GCA_001769995.1,SAMN04314302,PRJNA288027
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_RIFOXYD1_FULL_Bdellovibrionales_53_11,SAMN04314736,NA,GCA_001770165.1,SAMN04314736,PRJNA288027
Bacteria_Bdellovibrio_Bdellovibrionales_Bdellovibrionaceae_GWA1_Bdellovibrionales_52_35,SAMN04313918,NA,GCA_001769805.1,SAMN04313918,PRJNA288027
Bacteria_Bdellovibrio_Bdellovibrionales_RBG_16_Bdellovibrionales_40_8,SAMN04314041,NA,GCA_001769925.1,SAMN04314041,PRJNA288027
Bacteria_Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_Caldisericum_CG2_30_FULL_Caldisericum_36_11,SAMN04328255,NA,GCA_001871575.1,SAMN04328255,PRJNA297582
Bacteria_Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_Caldisericum_exile_AZM16c01_NBRC_104410,PRJNA41615,NA,NA,NA,NA
Bacteria_Caldithrix_RBG_13_Caldithrix_44_9,SAMN04314015,NA,GCA_001771055.1,SAMN04314015,PRJNA288027
Bacteria_Chlamydiae_Chlamydiia_Chlamydiales_RIFCSPLOWO2_02_FULL_Chlamydiae_49_12,SAMN04316003,NA,GCA_001796275.1,SAMN04316003,PRJNA288027
Bacteria_Chlamydiae_Chlamydiia_RIFCSPHIGHO2_12_FULL_Chlamydiae_27_8,SAMN04315692,NA,GCA_001796155.1,SAMN04315692,PRJNA288027
Bacteria_Chlamydiae_Chlamydiia_RIFCSPHIGHO2_12_FULL_Chlamydiae_49_9,SAMN04315632,NA,GCA_001794935.1,SAMN04315632,PRJNA288027
Bacteria_Chlamydiae_Chlamydiia_RIFCSPLOWO2_02_FULL_Chlamydiae_45_22,SAMN04316055,NA,GCA_001796255.1,SAMN04316055,PRJNA288027
Bacteria_Chlamydiae_RIFCSPHIGHO2_12_FULL_Chlamydiae_49_11,SAMN04315661,NA,GCA_001794905.1,SAMN04315661,PRJNA288027
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_abortus_S263,NC_004552,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_pneumoniae_AR39,NC_002180,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Candidatus_Protochlamydia_amoebophila_UWE25,NC_005861,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Neochlamydia_sp._S13,SAMD00036751,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Parachlamydia_acanthamoebae_UV7,NC_015702,NA,GCA_000253035.1,SAMEA2272163,PRJEA49033
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Simkaniaceae_Simkania_negevensis_Z_gsn.131,NC_015713,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Waddliaceae_Waddlia_chondrophila_WSU_86_1044,NC_014225,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Lentisphaerae_Lentisphaerales_Lentisphaeraceae_Lentisphaera_araneosa_HTCC2155_unfinished_sequence,NZ_ABCK00000000,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_vadensis_ATCC_BAA_548,SAMN00000035,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutaceae_sp._TAV2,SAMN02256391,NA,GCA_000171235.2,SAMN02256391,PRJNA18333
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutaceae_sp._TAV5,NZ_CP007053,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus_terrae_PB90_1,NC_010571,NA,GCA_000019965.1,SAMN00000285,PRJNA19989
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Coraliomargarita_akajimensis_DSM_45221,NC_014008,NA,GCA_000025905.1,SAMN02598501,PRJNA33365
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Spartobacteria_Chthoniobacter_flavus_Ellin428_unfinished_sequence,NZ_ABVL00000000,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_unclassified_Verrucomicrobia_Methylacidiphilales_Methylacidiphilaceae_Methylacidiphilum_infernorum_V4,NC_010794,NA,GCA_000019665.1,SAMN02604183,PRJNA28995
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobia_subdivision_3_bacterium_Ellin514,NZ_ABOX00000000,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_muciniphila_ATCC_BAA_835,NC_010655,NA,GCA_000020225.1,SAMN00138213,PRJNA20089
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Rubritalea_marina_DSM_17716,NZ_ARJP00000000,NA,NA,NA,NA
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Verrucomicrobium_spinosum_DSM_4136_unfinished_sequence,NZ_ABIZ00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_Anaerolinea_Anaerolineales_Anaerolineaceae_CG2_30_FULL_Anaerolineae_57_67,SAMN04328257,NA,GCA_001872455.1,SAMN04328257,PRJNA297582
Bacteria_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Anaerolinea_thermophila_UNI_1,NC_014960,NA,GCA_000199675.1,SAMD00061114,PRJNA60099
Bacteria_Chloroflexi_Anaerolineae_CG2_30_FULL_Anaerolineae_58_95,SAMN04328258,NA,GCA_001872165.1,SAMN04328258,PRJNA297582
Bacteria_Chloroflexi_Anaerolineae_CG2_30_FULL_Anaerolineae_64_16,SAMN04328259,NA,GCA_001871755.1,SAMN04328259,PRJNA297582
Bacteria_Chloroflexi_Anaerolineae_uncultured_SG8_19,SAMN03994164,NA,GCA_001303105.1,SAMN03994164,PRJNA270657
Bacteria_Chloroflexi_Anaerolineae_uncultured_SMTZ_84,SAMN03994217,NA,GCA_001304175.1,SAMN03994217,PRJNA270657
Bacteria_Chloroflexi_bacterium_JKG1,NZ_JAGA00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Caldilinea_aerophila_STL_6_O1_DSM_14535,NC_017079,NA,GCA_000281175.1,SAMD00061033,PRJDB47
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Chloroflexaceae_Chloroflexus_aurantiacus_J_10_fl,NC_010175,NA,GCA_000018865.1,SAMN02598539,PRJNA59
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Chloroflexaceae_Roseiflexus_castenholzii_DSM_13941,NC_009767,NA,GCA_000017805.1,SAMN02598306,PRJNA13462
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Oscillochloridaceae_Oscillochloris_trichoides_DG6_OSCTcontig_003,NZ_ADVR00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_Chloroflexi_Herpetosiphonales_Herpetosiphonaceae_Herpetosiphon_aurantiacus_DSM_785,CP000875,NA,NA,NA,NA
Bacteria_Chloroflexi_Dehalococcoidetes_Dehalococcoidales_Dehalococcoidaceae_Dehalococcoides_mccartyi_CBDB1,NC_007356,NA,GCA_000009025.1,SAMEA3138187,PRJNA15604
Bacteria_Chloroflexi_Dehalococcoidetes_Dehalogenimonas_lykanthroporepellens_BL_DC_9,NC_014314,NA,GCA_000143165.1,SAMN02598529,PRJNA40221
Bacteria_Chloroflexi_Dehalococcoidia_CG2_30_FULL_Dehalococcoidia_46_19,SAMN04328295,NA,GCA_001872925.1,SAMN04328295,PRJNA297582
Bacteria_Chloroflexi_Dehalococcoidia_CG2_30_FULL_Dehalococcoidia_46_9,SAMN04328256,NA,GCA_001873005.1,SAMN04328256,PRJNA297582
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_DG_18,SAMN03994139,NA,GCA_001304345.1,SAMN03994139,PRJNA270657
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_DG_22,SAMN03994141,NA,GCA_001302685.1,SAMN03994141,PRJNA270657
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_SMTZ_28_1,SAMN03994193,NA,GCA_001303625.1,SAMN03994193,PRJNA270657
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_SMTZ_28_2,SAMN03994194,NA,GCA_001303545.1,SAMN03994194,PRJNA270657
Bacteria_Chloroflexi_GWB2_Chloroflexi_54_36,SAMN04313845,NA,GCA_001796355.1,SAMN04313845,PRJNA288027
Bacteria_Chloroflexi_GWC2_Chloroflexi_49_37,SAMN04313847,NA,GCA_001796365.1,SAMN04313847,PRJNA288027
Bacteria_Chloroflexi_GWC2_RIF_CHLX_73_18,SAMN04313844,NA,GCA_001794945.1,SAMN04313844,PRJNA288027
Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_racemifer_DSM_44963_Krac_Contig206,NZ_ADVG00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_Ktedonobacteria_Thermogemmatisporales_Thermogemmatisporaceae_Thermogemmatispora_sp._PM5,NZ_JNIM00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_RBG_13_Chloroflexi_46_14,SAMN04314279,NA,GCA_001796415.1,SAMN04314279,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_46_9,SAMN04314095,NA,GCA_001794985.1,SAMN04314095,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_48_17,SAMN04314091,NA,GCA_001796445.1,SAMN04314091,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_50_10,SAMN04314096,NA,GCA_001795015.1,SAMN04314096,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_50_21,SAMN04314092,NA,GCA_001796475.1,SAMN04314092,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_18,SAMN04314010,NA,GCA_001796495.1,SAMN04314010,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_36,SAMN04314098,NA,GCA_001796515.1,SAMN04314098,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_52,SAMN04313979,NA,GCA_001796525.1,SAMN04313979,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_52_12,SAMN04314011,NA,GCA_001796555.1,SAMN04314011,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_52_14,SAMN04313980,NA,GCA_001796575.1,SAMN04313980,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_53_26,SAMN04313993,NA,GCA_001795035.1,SAMN04313993,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_54_8,SAMN04314012,NA,GCA_001796595.1,SAMN04314012,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_54_9,SAMN04313981,NA,GCA_001796605.1,SAMN04313981,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_56_8,SAMN04313994,NA,GCA_001796635.1,SAMN04313994,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_56_8b,SAMN04314097,NA,GCA_001796655.1,SAMN04314097,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_57_8,SAMN04314013,NA,GCA_001796675.1,SAMN04314013,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_60_9,SAMN04316235,NA,GCA_001795045.1,SAMN04316235,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_66_10,SAMN04314087,NA,GCA_001795065.1,SAMN04314087,PRJNA288027
Bacteria_Chloroflexi_RBG_13_Chloroflexi_68_17,SAMN04314014,NA,GCA_001796715.1,SAMN04314014,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_47_49,SAMN04313974,NA,GCA_001795085.1,SAMN04313974,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_48_7,SAMN04314023,NA,GCA_001796725.1,SAMN04314023,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_48_8,SAMN04314035,NA,GCA_001795115.1,SAMN04314035,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_50_11,SAMN04314036,NA,GCA_001796755.1,SAMN04314036,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_50_9,SAMN04314265,NA,GCA_001796765.1,SAMN04314265,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_51_16,SAMN04313975,NA,GCA_001796785.1,SAMN04313975,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_51_9,SAMN04314049,NA,GCA_001796805.1,SAMN04314049,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_52_11,SAMN04313754,NA,GCA_001796835.1,SAMN04313754,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_54_11,SAMN04314257,NA,GCA_001796845.1,SAMN04314257,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_54_18,SAMN04314037,NA,GCA_001795125.1,SAMN04314037,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_56_11,SAMN04314050,NA,GCA_001796865.1,SAMN04314050,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_56_8,SAMN04314024,NA,GCA_001795155.1,SAMN04314024,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_11,SAMN04313756,NA,GCA_001795165.1,SAMN04313756,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_8,SAMN04314268,NA,GCA_001795195.1,SAMN04314268,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_9,SAMN04314025,NA,GCA_001796885.1,SAMN04314025,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_58_8,SAMN04314258,NA,GCA_001795205.1,SAMN04314258,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_60_22,SAMN04314026,NA,GCA_001796935.1,SAMN04314026,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_63_12,SAMN04313758,NA,GCA_001796945.1,SAMN04313758,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_64_32,SAMN04313755,NA,GCA_001795235.1,SAMN04313755,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_64_43,SAMN04314051,NA,GCA_001796965.1,SAMN04314051,PRJNA288027
Bacteria_Chloroflexi_RBG_16_Chloroflexi_68_14,SAMN04314269,NA,GCA_001796995.1,SAMN04314269,PRJNA288027
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_69_14,SAMN04314053,NA,GCA_001797015.1,SAMN04314053,PRJNA288027
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_70_13,SAMN04313705,NA,GCA_001795245.1,SAMN04313705,PRJNA288027
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_72_14,SAMN04313706,NA,GCA_001797035.1,SAMN04313706,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_47_15,SAMN04314146,NA,GCA_001795275.1,SAMN04314146,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_47_9,SAMN04314150,NA,GCA_001795285.1,SAMN04314150,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_48_23,SAMN04314057,NA,GCA_001795315.1,SAMN04314057,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_49_13,SAMN04314153,NA,GCA_001797045.1,SAMN04314153,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_55_16,SAMN04314066,NA,GCA_001795335.1,SAMN04314066,PRJNA288027
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_56_12,SAMN04314070,NA,GCA_001797095.1,SAMN04314070,PRJNA288027
Bacteria_Chloroflexi_RIFCSPLOWO2_12_FULL_RIF_CHLX_71_12,SAMN04315872,NA,GCA_001797125.1,SAMN04315872,PRJNA288027
Bacteria_Chloroflexi_RIFOXYC12_FULL_Chloroflexi_59_14,SAMN04316234,NA,GCA_001797155.1,SAMN04316234,PRJNA288027
Bacteria_Chloroflexi_Thermobaculum_terrenum_ATCC_BAA_798_1,NC_013525,NA,NA,NA,NA
Bacteria_Chloroflexi_Thermoflexia_Thermoflexales_Thermoflexaceae_Bacterium_sp._JAD2_Draft_Genome,SAMN02746019,NA,GCA_900187885.1,SAMN02746019,PRJEB21378
Bacteria_Chloroflexi_Thermomicrobia_Sphaerobacteridae_Sphaerobacterales_Sphaerobacterineae_Sphaerobacteraceae_Nitrolancetus_hollandicus_Lb,NZ_CAGS00000000,NA,NA,NA,NA
Bacteria_Chloroflexi_Thermomicrobia_Sphaerobacteridae_Sphaerobacterales_Sphaerobacterineae_Sphaerobacteraceae_Sphaerobacter_thermophilus_DSM_20745_1,NC_013523,NA,NA,NA,NA
Bacteria_Chloroflexi_Thermomicrobia_Thermomicrobiales_Thermomicrobiaceae_Thermomicrobium_roseum_DSM_5159,NC_011959,NA,NA,NA,NA
Bacteria_Chloroflexi_unclassified_Chloroflexi_Candidatus_Chlorothrix_halophila,PRJNA13622,7060,NA,NA,NA
Bacteria_Chlymidae_uncultured_SMTZ_39,SAMN03994201,NA,GCA_001303765.1,SAMN03994201,PRJNA270657
Bacteria_Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_Chrysiogenes_arsenatis_DSM_11915,NZ_AWNK00000000,NA,NA,NA,NA
Bacteria_Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_Desulfurispirillum_indicum_S5,NC_014836,NA,GCA_000177635.2,SAMN02232016,PRJNA38575
Bacteria_CP_Armatimonadetes_CSP1_3,SAMN03462097,NA,GCA_001443485.1,SAMN03462097,PRJNA262935
Bacteria_CP_BRC1_uncultured_SMTZ_51,SAMN03994205,NA,GCA_001304075.1,SAMN03994205,PRJNA270657
Bacteria_CP_Dadabacteria_CSP1_2,SAMN03462094,NA,GCA_001443445.1,SAMN03462094,PRJNA262935
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_G12_Combined_Assembly_EM19_1__EM19,SAMN02440402,NA,GCA_000402115.1,SAMN02440402,PRJNA192225
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_J16_GBS_C_001_289,SAMN02440543,NA,GCA_000404665.1,SAMN02440543,PRJNA192335
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_N7_GBS_C_001_292,SAMN02440542,NA,GCA_000404685.1,SAMN02440542,PRJNA192277
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_SCGC_AAA471_M6_GBS_N_001_25,SAMN02441744,NA,GCA_000403075.1,SAMN02441744,PRJNA192314
Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_K10_CrabSpa_001_277,SAMN02441616,NA,GCA_000404985.1,SAMN02441616,PRJNA192474
Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_P22_CrabSpa_001_278,SAMN02440944,NA,GCA_000404725.1,SAMN02440944,PRJNA192390
Bacteria_CP_JS1_candidate_division_JS1_bacterium_SCGC_5329,SAMN02745025,NA,NA,NA,NA
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_E13_SAK_001_43,SAMN02441071,NA,GCA_000402615.1,SAMN02441071,PRJNA192349
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_F02_SAK_001_45,SAMN02441620,NA,GCA_000397825.1,SAMN02441620,PRJNA192351
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_M08_SAK_001_72,SAMN02440955,NA,GCA_000397845.1,SAMN02440955,PRJNA192399
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_N14_SAK_002_78,SAMN02441402,NA,GCA_000403055.1,SAMN02441402,PRJNA192337
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_O17_SAK_001_87,SAMN02441621,NA,GCA_000397885.1,SAMN02441621,PRJNA192469
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA255_B16_SAK_001_121,SAMN02441622,NA,GCA_000397905.1,SAMN02441622,PRJNA192486
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA255_C20_SAK_001_123,SAMN02441617,NA,GCA_000404765.1,SAMN02441617,PRJNA192304
Bacteria_CP_NC10_Candidatus_Methylomirabilis_oxyfera,FP565575,NA,NA,NA,NA
Bacteria_CP_NC10_CSP1_5,SAMN03462098,NA,GCA_001443495.1,SAMN03462098,PRJNA262935
Bacteria_CP_NKB19_candidate_division_NKB19_bacterium_JGI_0000039_J10_Combined_Assembly_NKB19_1__NKB19,SAMN02441727,NA,GCA_000380785.1,SAMN02441727,PRJNA192295
Bacteria_CP_NKB19_candidate_division_NKB19_bacterium_JGI_0000059_N10_TAbiofilm_001_172,SAMN02441401,NA,GCA_000402275.1,SAMN02441401,PRJNA192411
Bacteria_CP_OP3_candidate_division_OP3_bacterium_SCGC_AAA011_A17_Dusel_001_263,SAMN02440945,NA,GCA_000405945.1,SAMN02440945,PRJNA192480
Bacteria_CP_OP3_candidate_division_OP3_bacterium_SCGC_AAA257_O07_Etoliko_001_147,SAMN02441406,NA,GCA_000402985.1,SAMN02441406,PRJNA192289
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_A02_Combined_Assembly_OP8_1__OP8,SAMN02440394,NA,GCA_000402595.1,SAMN02440394,PRJNA192324
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_F08_Combined_Assembly_OP8_2__OP8,SAMN02440393,NA,GCA_000402635.1,SAMN02440393,PRJNA192352
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_K06_SAK_001_60,SAMN02441254,NA,GCA_000405385.1,SAMN02441254,PRJNA192402
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_O11_SAK_001_85,SAMN02440529,NA,GCA_000398305.1,SAMN02440529,PRJNA192468
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA255_E10_SAK_001_126,SAMN02440530,NA,GCA_000398345.1,SAMN02440530,PRJNA192483
Bacteria_CP_OP9_candidate_division_OP9_bacterium_JGI_0000059_I14_TAbiofilm_001_167,SAMN02440949,NA,GCA_000398445.1,SAMN02440949,PRJNA192319
Bacteria_CP_OP9_candidate_division_OP9_bacterium_SCGC_AAA255_G05_SAK_001_130,SAMN02440935,NA,GCA_000405605.1,SAMN02440935,PRJNA192488
Bacteria_CP_OP9_candidate_division_OP9_bacterium_SCGC_AAA255_N14_SAK_001_136,SAMN02441602,NA,GCA_000405345.1,SAMN02441602,PRJNA192495
Bacteria_CP_OP9_CG2_30_FULL_OP9_33_13,SAMN04328298,NA,GCA_001873345.1,SAMN04328298,PRJNA297582
Bacteria_CP_RIF28_uncultured_DG_63,SAMN03994153,NA,GCA_001302905.1,SAMN03994153,PRJNA270657
Bacteria_CP_RIF32_CG2_30_FULL_CP_RIF32_54_10,SAMN04328278;,NA,NA,NA,NA
Bacteria_CP_Rokubacteria_13_1_20CM_4_Rokubacteria_70_14,SAMN04327794,NA,GCA_001919765.1,SAMN04327794,PRJNA297196
Bacteria_CP_Rokubacteria_13_1_40CM_4_Rokubacteria_69_39,SAMN04327884,NA,GCA_001918015.1,SAMN04327884,PRJNA297196
Bacteria_CP_Rokubacteria_13_1_40CM_Rokubacteria_69_27,SAMN04327836,NA,GCA_001917535.1,SAMN04327836,PRJNA297196
Bacteria_CP_Rokubacteria_13_2_20CM_2_Rokubacteria_64_8,SAMN04327911,NA,GCA_001914905.1,SAMN04327911,PRJNA297196
Bacteria_CP_Rokubacteria_13_2_20CM_2_Rokubacteria_70_11,SAMN04327906,NA,GCA_001914885.1,SAMN04327906,PRJNA297196
Bacteria_CP_Rokubacteria_13_2_20CM_Rokubacteria19cls_69_15,SAMN04327827,NA,GCA_001914455.1,SAMN04327827,PRJNA297196
Bacteria_CP_Rokubacteria_CSP1_6,SAMN03462096,NA,GCA_001443385.1,SAMN03462096,PRJNA262935
Bacteria_CP_Rokubacteria_GWA2_Rokubacteria_70_23,SAMN04313874,NA,GCA_001788395.1,SAMN04313874,PRJNA288027
Bacteria_CP_Rokubacteria_GWA2_Rokubacteria_73_35,SAMN04314171,NA,GCA_001790205.1,SAMN04314171,PRJNA288027
Bacteria_CP_Rokubacteria_GWC2_Rokubacteria_70_16,SAMN04313873,NA,GCA_001788415.1,SAMN04313873,PRJNA288027
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_02_FULL_Rokubacteria_68_19,SAMN04315991,NA,GCA_001790285.1,SAMN04315991,PRJNA288027
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_02_FULL_Rokubacteria_71_18,SAMN04315936,NA,GCA_001788485.1,SAMN04315936,PRJNA288027
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_12_FULL_Rokubacteria_71_22,SAMN04315780,NA,GCA_001790335.1,SAMN04315780,PRJNA288027
Bacteria_CP_SR1_bacterium_Aalborg_AAW_1,SAMN03486750,NA,GCA_001007975.1,SAMN03486750,PRJNA280491
Bacteria_CP_SR1_candidate_division_SR1_bacterium_taxon_345_1OR1_recoded_II,,10947,NA,NA,NA
