ORGANISM,NCBI GENOME ACCESSION,JGI IMG SUBMISSION ID
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_GWA2_Bdellovibrionales_49_15,SAMN04313907,
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_RIFOXYA1_FULL_Bacteriovorax_38_20,SAMN04314302,
Bacteria_Bdellovibrio_Bdellovibrionales_Bacteroivoracaceae_RIFOXYD1_FULL_Bdellovibrionales_53_11,SAMN04314736,
Bacteria_Bdellovibrio_Bdellovibrionales_Bdellovibrionaceae_GWA1_Bdellovibrionales_52_35,SAMN04313918,
Bacteria_Bdellovibrio_Bdellovibrionales_RBG_16_Bdellovibrionales_40_8,SAMN04314041,
Bacteria_Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_Caldisericum_CG2_30_FULL_Caldisericum_36_11,SAMN04328255,
Bacteria_Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_Caldisericum_exile_AZM16c01_NBRC_104410,PRJNA41615,
Bacteria_Caldithrix_RBG_13_Caldithrix_44_9,SAMN04314015,
Bacteria_Chlamydiae_Chlamydiia_Chlamydiales_RIFCSPLOWO2_02_FULL_Chlamydiae_49_12,SAMN04316003,
Bacteria_Chlamydiae_Chlamydiia_RIFCSPHIGHO2_12_FULL_Chlamydiae_27_8,SAMN04315692,
Bacteria_Chlamydiae_Chlamydiia_RIFCSPHIGHO2_12_FULL_Chlamydiae_49_9,SAMN04315632,
Bacteria_Chlamydiae_Chlamydiia_RIFCSPLOWO2_02_FULL_Chlamydiae_45_22,SAMN04316055,
Bacteria_Chlamydiae_RIFCSPHIGHO2_12_FULL_Chlamydiae_49_11,SAMN04315661,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_abortus_S263,NC_004552,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Chlamydiaceae_ChlamydiaChlamydophila_group_Chlamydophila_pneumoniae_AR39,NC_002180,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Candidatus_Protochlamydia_amoebophila_UWE25,NC_005861,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Neochlamydia_sp._S13,SAMD00036751,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Parachlamydiaceae_Parachlamydia_acanthamoebae_UV7,NC_015702,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Simkaniaceae_Simkania_negevensis_Z_gsn.131,NC_015713,
Bacteria_Chlamydiae_Verrucomicrobia_group_Chlamydiae_Chlamydiia_Chlamydiales_Waddliaceae_Waddlia_chondrophila_WSU_86_1044,NC_014225,
Bacteria_Chlamydiae_Verrucomicrobia_group_Lentisphaerae_Lentisphaerales_Lentisphaeraceae_Lentisphaera_araneosa_HTCC2155_unfinished_sequence,NZ_ABCK00000000,
Bacteria_Chlamydiae_Verrucomicrobia_group_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_vadensis_ATCC_BAA_548,SAMN00000035,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutaceae_sp._TAV2,SAMN02256391,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutaceae_sp._TAV5,NZ_CP007053,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus_terrae_PB90_1,NC_010571,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Coraliomargarita_akajimensis_DSM_45221,NC_014008,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Spartobacteria_Chthoniobacter_flavus_Ellin428_unfinished_sequence,NZ_ABVL00000000,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_unclassified_Verrucomicrobia_Methylacidiphilales_Methylacidiphilaceae_Methylacidiphilum_infernorum_V4,NC_010794,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobia_subdivision_3_bacterium_Ellin514,NZ_ABOX00000000,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_muciniphila_ATCC_BAA_835,NC_010655,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Rubritalea_marina_DSM_17716,NZ_ARJP00000000,
Bacteria_Chlamydiae_Verrucomicrobia_group_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Verrucomicrobium_spinosum_DSM_4136_unfinished_sequence,NZ_ABIZ00000000,
Bacteria_Chloroflexi_Anaerolinea_Anaerolineales_Anaerolineaceae_CG2_30_FULL_Anaerolineae_57_67,SAMN04328257,
Bacteria_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Anaerolinea_thermophila_UNI_1,NC_014960,
Bacteria_Chloroflexi_Anaerolineae_CG2_30_FULL_Anaerolineae_58_95,SAMN04328258,
Bacteria_Chloroflexi_Anaerolineae_CG2_30_FULL_Anaerolineae_64_16,SAMN04328259,
Bacteria_Chloroflexi_Anaerolineae_uncultured_SG8_19,SAMN03994164,
Bacteria_Chloroflexi_Anaerolineae_uncultured_SMTZ_84,SAMN03994217,
Bacteria_Chloroflexi_bacterium_JKG1,NZ_JAGA00000000,
Bacteria_Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Caldilinea_aerophila_STL_6_O1_DSM_14535,NC_017079,
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Chloroflexaceae_Chloroflexus_aurantiacus_J_10_fl,NC_010175,
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Chloroflexaceae_Roseiflexus_castenholzii_DSM_13941,NC_009767,
Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Oscillochloridaceae_Oscillochloris_trichoides_DG6_OSCTcontig_003,NZ_ADVR00000000,
Bacteria_Chloroflexi_Chloroflexi_Herpetosiphonales_Herpetosiphonaceae_Herpetosiphon_aurantiacus_DSM_785,CP000875,
Bacteria_Chloroflexi_Dehalococcoidetes_Dehalococcoidales_Dehalococcoidaceae_Dehalococcoides_mccartyi_CBDB1,NC_007356,
Bacteria_Chloroflexi_Dehalococcoidetes_Dehalogenimonas_lykanthroporepellens_BL_DC_9,NC_014314,
Bacteria_Chloroflexi_Dehalococcoidia_CG2_30_FULL_Dehalococcoidia_46_19,SAMN04328295,
Bacteria_Chloroflexi_Dehalococcoidia_CG2_30_FULL_Dehalococcoidia_46_9,SAMN04328256,
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_DG_18,SAMN03994139,
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_DG_22,SAMN03994141,
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_SMTZ_28_1,SAMN03994193,
Bacteria_Chloroflexi_Dehalococcoidia_uncultured_SMTZ_28_2,SAMN03994194,
Bacteria_Chloroflexi_GWB2_Chloroflexi_54_36,SAMN04313845,
Bacteria_Chloroflexi_GWC2_Chloroflexi_49_37,SAMN04313847,
Bacteria_Chloroflexi_GWC2_RIF_CHLX_73_18,SAMN04313844,
Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_racemifer_DSM_44963_Krac_Contig206,NZ_ADVG00000000,
Bacteria_Chloroflexi_Ktedonobacteria_Thermogemmatisporales_Thermogemmatisporaceae_Thermogemmatispora_sp._PM5,NZ_JNIM00000000,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_46_14,SAMN04314279,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_46_9,SAMN04314095,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_48_17,SAMN04314091,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_50_10,SAMN04314096,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_50_21,SAMN04314092,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_18,SAMN04314010,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_36,SAMN04314098,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_51_52,SAMN04313979,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_52_12,SAMN04314011,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_52_14,SAMN04313980,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_53_26,SAMN04313993,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_54_8,SAMN04314012,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_54_9,SAMN04313981,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_56_8,SAMN04313994,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_56_8b,SAMN04314097,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_57_8,SAMN04314013,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_60_9,SAMN04316235,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_66_10,SAMN04314087,
Bacteria_Chloroflexi_RBG_13_Chloroflexi_68_17,SAMN04314014,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_47_49,SAMN04313974,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_48_7,SAMN04314023,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_48_8,SAMN04314035,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_50_11,SAMN04314036,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_50_9,SAMN04314265,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_51_16,SAMN04313975,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_51_9,SAMN04314049,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_52_11,SAMN04313754,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_54_11,SAMN04314257,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_54_18,SAMN04314037,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_56_11,SAMN04314050,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_56_8,SAMN04314024,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_11,SAMN04313756,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_8,SAMN04314268,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_57_9,SAMN04314025,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_58_8,SAMN04314258,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_60_22,SAMN04314026,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_63_12,SAMN04313758,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_64_32,SAMN04313755,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_64_43,SAMN04314051,
Bacteria_Chloroflexi_RBG_16_Chloroflexi_68_14,SAMN04314269,
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_69_14,SAMN04314053,
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_70_13,SAMN04313705,
Bacteria_Chloroflexi_RBG_16_RIF_CHLX_72_14,SAMN04313706,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_47_15,SAMN04314146,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_47_9,SAMN04314150,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_48_23,SAMN04314057,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_49_13,SAMN04314153,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_55_16,SAMN04314066,
Bacteria_Chloroflexi_RBG_19FT_COMBO_Chloroflexi_56_12,SAMN04314070,
Bacteria_Chloroflexi_RIFCSPLOWO2_12_FULL_RIF_CHLX_71_12,SAMN04315872,
Bacteria_Chloroflexi_RIFOXYC12_FULL_Chloroflexi_59_14,SAMN04316234,
Bacteria_Chloroflexi_Thermobaculum_terrenum_ATCC_BAA_798_1,NC_013525,
Bacteria_Chloroflexi_Thermoflexia_Thermoflexales_Thermoflexaceae_Bacterium_sp._JAD2_Draft_Genome,SAMN02746019,
Bacteria_Chloroflexi_Thermomicrobia_Sphaerobacteridae_Sphaerobacterales_Sphaerobacterineae_Sphaerobacteraceae_Nitrolancetus_hollandicus_Lb,NZ_CAGS00000000,
Bacteria_Chloroflexi_Thermomicrobia_Sphaerobacteridae_Sphaerobacterales_Sphaerobacterineae_Sphaerobacteraceae_Sphaerobacter_thermophilus_DSM_20745_1,NC_013523,
Bacteria_Chloroflexi_Thermomicrobia_Thermomicrobiales_Thermomicrobiaceae_Thermomicrobium_roseum_DSM_5159,NC_011959,
Bacteria_Chloroflexi_unclassified_Chloroflexi_Candidatus_Chlorothrix_halophila,PRJNA13622,7060
Bacteria_Chlymidae_uncultured_SMTZ_39,SAMN03994201,
Bacteria_Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_Chrysiogenes_arsenatis_DSM_11915,NZ_AWNK00000000,
Bacteria_Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_Desulfurispirillum_indicum_S5,NC_014836,
Bacteria_CP_Armatimonadetes_CSP1_3,SAMN03462097,
Bacteria_CP_BRC1_uncultured_SMTZ_51,SAMN03994205,
Bacteria_CP_Dadabacteria_CSP1_2,SAMN03462094,
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_G12_Combined_Assembly_EM19_1__EM19,SAMN02440402,
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_J16_GBS_C_001_289,SAMN02440543,
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_N7_GBS_C_001_292,SAMN02440542,
Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_SCGC_AAA471_M6_GBS_N_001_25,SAMN02441744,
Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_K10_CrabSpa_001_277,SAMN02441616,
Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_P22_CrabSpa_001_278,SAMN02440944,
Bacteria_CP_JS1_candidate_division_JS1_bacterium_SCGC_5329,SAMN02745025,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_E13_SAK_001_43,SAMN02441071,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_F02_SAK_001_45,SAMN02441620,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_M08_SAK_001_72,SAMN02440955,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_N14_SAK_002_78,SAMN02441402,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA252_O17_SAK_001_87,SAMN02441621,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA255_B16_SAK_001_121,SAMN02441622,
Bacteria_CP_KSB1_candidate_division_KSB1_bacterium_SCGC_AAA255_C20_SAK_001_123,SAMN02441617,
Bacteria_CP_NC10_Candidatus_Methylomirabilis_oxyfera,FP565575,
Bacteria_CP_NC10_CSP1_5,SAMN03462098,
Bacteria_CP_NKB19_candidate_division_NKB19_bacterium_JGI_0000039_J10_Combined_Assembly_NKB19_1__NKB19,SAMN02441727,
Bacteria_CP_NKB19_candidate_division_NKB19_bacterium_JGI_0000059_N10_TAbiofilm_001_172,SAMN02441401,
Bacteria_CP_OP3_candidate_division_OP3_bacterium_SCGC_AAA011_A17_Dusel_001_263,SAMN02440945,
Bacteria_CP_OP3_candidate_division_OP3_bacterium_SCGC_AAA257_O07_Etoliko_001_147,SAMN02441406,
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_A02_Combined_Assembly_OP8_1__OP8,SAMN02440394,
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_F08_Combined_Assembly_OP8_2__OP8,SAMN02440393,
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_K06_SAK_001_60,SAMN02441254,
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA252_O11_SAK_001_85,SAMN02440529,
Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA255_E10_SAK_001_126,SAMN02440530,
Bacteria_CP_OP9_candidate_division_OP9_bacterium_JGI_0000059_I14_TAbiofilm_001_167,SAMN02440949,
Bacteria_CP_OP9_candidate_division_OP9_bacterium_SCGC_AAA255_G05_SAK_001_130,SAMN02440935,
Bacteria_CP_OP9_candidate_division_OP9_bacterium_SCGC_AAA255_N14_SAK_001_136,SAMN02441602,
Bacteria_CP_OP9_CG2_30_FULL_OP9_33_13,SAMN04328298,
Bacteria_CP_RIF28_uncultured_DG_63,SAMN03994153,
Bacteria_CP_RIF32_CG2_30_FULL_CP_RIF32_54_10,SAMN04328278;,
Bacteria_CP_Rokubacteria_13_1_20CM_4_Rokubacteria_70_14,SAMN04327794,
Bacteria_CP_Rokubacteria_13_1_40CM_4_Rokubacteria_69_39,SAMN04327884,
Bacteria_CP_Rokubacteria_13_1_40CM_Rokubacteria_69_27,SAMN04327836,
Bacteria_CP_Rokubacteria_13_2_20CM_2_Rokubacteria_64_8,SAMN04327911,
Bacteria_CP_Rokubacteria_13_2_20CM_2_Rokubacteria_70_11,SAMN04327906,
Bacteria_CP_Rokubacteria_13_2_20CM_Rokubacteria19cls_69_15,SAMN04327827,
Bacteria_CP_Rokubacteria_CSP1_6,SAMN03462096,
Bacteria_CP_Rokubacteria_GWA2_Rokubacteria_70_23,SAMN04313874,
Bacteria_CP_Rokubacteria_GWA2_Rokubacteria_73_35,SAMN04314171,
Bacteria_CP_Rokubacteria_GWC2_Rokubacteria_70_16,SAMN04313873,
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_02_FULL_Rokubacteria_68_19,SAMN04315991,
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_02_FULL_Rokubacteria_71_18,SAMN04315936,
Bacteria_CP_Rokubacteria_RIFCSPLOWO2_12_FULL_Rokubacteria_71_22,SAMN04315780,
Bacteria_CP_SR1_bacterium_Aalborg_AAW_1,SAMN03486750,
Bacteria_CP_SR1_candidate_division_SR1_bacterium_taxon_345_1OR1_recoded_II,,10947
Bacteria_CP_SR1_RAAC1_SR1_1,NC_023002,
Bacteria_CP_Tectomicrobia_Candidatus_Entotheonella_sp._TSY1,SAMN02420412,
Bacteria_CP_Tectomicrobia_Candidatus_Entotheonella_sp._TSY2,SAMN02420414,
Bacteria_CP_TG3_candidate_division_TG3_bacterium_ACht1,SAMN02469433,
Bacteria_CP_TM6_GWE2_TM6_41_16,SAMN03319576,
Bacteria_CP_TM6_GWE2_TM6_42_60,SAMN03319667,
Bacteria_CP_TM6_GWF2_TM6_28_16,SAMN03319238,
Bacteria_CP_TM6_GWF2_TM6_30_66,SAMN03319241,
Bacteria_CP_TM6_GWF2_TM6_32_72,SAMN03319255,
Bacteria_CP_TM6_GWF2_TM6_36_6_partial,SAMN03319351,
Bacteria_CP_TM6_GWF2_TM6_37_49,SAMN03319378,
Bacteria_CP_TM6_GWF2_TM6_38_10,SAMN03319398,
Bacteria_CP_TM6_GWF2_TM6_43_17_partial,SAMN03319708,
Bacteria_CP_TM6_gwf2_TM6_43_87,SAMN03319738,
Bacteria_CP_uncultured_SMTZ_31,SAMN03994197,
Bacteria_CP_WS3_candidate_division_WS3_bacterium_SCGC_AAA252_D10_SAK_001_39,SAMN02440534,
Bacteria_CP_WS3_candidate_division_WS3_bacterium_SCGC_AAA252_E07_SAK_001_42,SAMN02441742,
Bacteria_CP_WWE1_candidate_division_WWE1_bacterium_JGI_0000014_H19_Combined_Assembly_WWE1_4__WWE1,SAMN02441405,
Bacteria_CP_WWE1_candidate_division_WWE1_bacterium_JGI_0000039_G13_Combined_Assembly_WWE1_1__WWE1,SAMN02440422,
Bacteria_CP_WWE1_candidate_division_WWE1_bacterium_JGI_0000039_M09_TAsludge_001_159,SAMN02440953,
Bacteria_CP_WWE1_candidate_division_WWE1_bacterium_JGI_0000059_L07_TAbiofilm_001_170,SAMN02441280,
Bacteria_CP_WWE1_Candidatus_Cloacamonas_acidaminovorans,NC_020449,
Bacteria_CP_Zixibacteria_RBG1,AUYT00000000,
Bacteria_CPR_Berkelbacteria_ACD58,EKD56860- EKD57097,
Bacteria_CPR_Berkelbacteria_ACD58_GWA1_Berkelbacteria_36_9_partial,SAMN03319360,
Bacteria_CPR_Berkelbacteria_ACD58_GWA2_ACD58_46_7,SAMN03319891,
Bacteria_CPR_Berkelbacteria_ACD58_GWA2_Berkelbacteria_35_9,SAMN03319322,
Bacteria_CPR_Berkelbacteria_ACD58_GWA2_Berkelbacteria_38_9,SAMN03319440,
Bacteria_CPR_Berkelbacteria_ACD58_GWB1_Berkelbacteria_38_5,SAMN03319423,
Bacteria_CPR_Berkelbacteria_ACD58_GWE1_Berkelbacteria_39_12_complete,SAMN03319457,
Bacteria_CPR_Berkelbacteria_CG1_02_FULL_Berkelbacteria_42_45,SAMN04328196,
Bacteria_CPR_Berkelbacteria_CG2_30_FULL_Berkelbacteria_39_44,SAMN04328270,
Bacteria_CPR_Berkelbacteria_CG2_30_FULL_Berkelbacteria_43_20,SAMN04328297,
Bacteria_CPR_Berkelbacteria_RBG_13_Berkelbacteria_40_8,SAMN04313692,
Bacteria_CPR_Berkelbacteria_RIFCSPHIGHO2_12_FULL_Berkelbacteria_36_9,SAMN04315660,
Bacteria_CPR_Berkelbacteria_RIFCSPLOWO2_01_FULL_Berkelbacteria_50_28,SAMN04315224,
Bacteria_CPR_Berkelbacteria_RIFOXYA2_FULL_Berkelbacteria_43_10,SAMN04314336,
Bacteria_CPR_CPR1_GWA2_CPR1_42_17,SAMN03319634,
Bacteria_CPR_CPR3_CG1_02_FULL_CPR3_42_9,SAMN04328194,
Bacteria_CPR_CPR3_GWF2_CPR3_35_18,SAMN03319296,
Bacteria_CPR_Dojkabacteria_WS6_GWA2_WS6_37_6,SAMN03319381,
Bacteria_CPR_Dojkabacteria_WS6_GWC2_WS6_36_7,SAMN03319353,
Bacteria_CPR_Dojkabacteria_WS6_GWE1_WS6_34_7,SAMN03319290,
Bacteria_CPR_Dojkabacteria_WS6_GWF1_WS6_35_23_partial,SAMN03319302,
Bacteria_CPR_GracilibacteriaBD1_5_ACD49,EKD66670-EKD66872,
Bacteria_CPR_Kazan_GWA1_Kazan_50_15_complete,SAMN03319988,
Bacteria_CPR_Kazan_GWA1_Kazan_rel_44_22_partial,SAMN03319775,
Bacteria_CPR_Kazan_RBG_13_KAZAN_50_9,SAMN04313689,
Bacteria_CPR_Kazan_RIFCSPLOWO2_01_FULL_KAZAN_45_19,SAMN04316240,
Bacteria_CPR_Kazan_RIFCSPLOWO2_01_FULL_KAZAN_48_13,SAMN04315147,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_GWA1_OP11_47_16,SAMN03319918,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_GWA2_OP11_42_12,SAMN03319622,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_GWB1_OP11_47_19,SAMN03319922,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_GWB1_OP11_47_26,SAMN03319930,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_GWC2_OP11_47_8,SAMN03319942,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_Microgenomates_bacterium_SCGC_AAA011_B20_DUSEL_001_197,SAMN02441752,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_RIFCSPHIGHO2_01_FULL_OP11_Amesbacteria_48_32,SAMN04314787,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_RIFCSPHIGHO2_01_FULL_OP11_Amesbacteria_48_32b,SAMN04315029,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_RIFCSPHIGHO2_12_FULL_OP11_Amesbacteria_48_14,SAMN04315570,
Bacteria_CPR_Microgenomates_OP11_Amesbacteria_RIFOXYB1_FULL_OP11_Amesbacteria_44_23,SAMN04314518,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_CG1_02_FULL_Beckwithbacteria_OP11_47_37,SAMN04328215,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_CG2_30_FULL_Beckwithbacteria_OP11_44_31,SAMN04328274,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_GWA2_OP11_43_10,SAMN03319683,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_GWC1_OP11_49_16_complete,SAMN03319974,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_RBG_13_OP11_Beckwithbacteria_35_6,SAMN04316166,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_RBG_13_OP11_Beckwithbacteria_42_9,SAMN04314281,
Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_RIFCSPLOWO2_02_FULL_OP11_Beckwithbacteria_47_23,SAMN04316045,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_CG1_02_FULL_Collierbacteria_OP11_44_10,SAMN04328198,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_GWA2_OP11_42_17,SAMN03319635,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_GWA2_OP11_44_99,SAMN03319814,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_GWA2_OP11_ACD61_44_13,SAMN03319760,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_GWB1_OP11_44_6,SAMN03319798,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_GWE1_OP11_ACD61_46_18,SAMN03319872,
Bacteria_CPR_Microgenomates_OP11_Collierbacteria_Microgenomates_bacterium_SCGC_AAA011_I21_DUSEL_001_204,SAMN02440550,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_40_16_partial,SAMN03319513,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_40_24_partial,SAMN03319521,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_40_47,SAMN03319534,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_40_9_partial,SAMN03319552,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_41_11_plus,SAMN03319563,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_Microgenomates_bacterium_SCGC_AAA011_L6_Dusel_001_266,SAMN02440549,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RBG_13_OP11_Curtissbacteria_35_7,SAMN04314285,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RBG_16_OP11_Curtissbacteria_39_7,SAMN04314044,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RIFCSPHIGHO2_01_FULL_OP11_Curtissbacteria_41_11,SAMN04315023,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RIFCSPHIGHO2_01_FULL_OP11_Curtissbacteria_41_44,SAMN04314850,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RIFCSPHIGHO2_02_FULL_OP11_Curtissbacteria_40_16,SAMN04315457,
Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_RIFCSPHIGHO2_02_FULL_OP11_Curtissbacteria_42_15,SAMN04315460,
