SRA Experiment Accession,Experiment Title,Instrument Model,Library Layout,Library Source,Sample Attribute,Study Accession,Study Title,Submission Center,Submission Date,Submission Lab,Taxon Id,Updated Date,Nucleotide Count,Read Count,Assembly L50,Assembly N50,CLC Bubble Size,CLC Word Size,Mapped Reads (%),Assembled Bases,Assembled Contigs,Assembled Scaffolds,MetaBAT Bins,MetaBAT Preset,Near-complete Genomes,Medium-quality Genomes,Partial Genomes,Archaeal Genomes,Archaeal PD,Archaeal PG,Bacterial Genomes,Bacterial PD,Bacterial PG
ERX556330,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 462;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,9892876985,102649026,4786,5189,50,24,60.7,101485321,66320,21903,50,superspecific,0,0,0,0,0,0,0,0,0
ERX556331,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 453;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,8671626732,90451172,2823,6794,50,24,59.27,110344160,72260,19940,49,superspecific,1,5,0,0,0,0,4,0.20%,0.02%
ERX556332,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 377;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,7520937649,76666526,3443,7406,50,24,75.22,117640862,60006,20668,73,superspecific,0,0,0,0,0,0,0,0,0
ERX556334,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 552;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,6572040832,70076330,2228,7260,50,24,61.12,80528196,56023,14220,25,veryspecific,2,2,0,0,0,0,2,0.06%,0.00%
ERX556335,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 450;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,9765129460,99958986,3631,6790,50,24,79.59,115696475,67895,21242,65,superspecific,1,0,0,0,0,0,0,0,0
ERX556336,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 455;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,9729144701,101357592,5818,4787,50,24,63.43,111756678,80772,25102,68,superspecific,0,0,0,0,0,0,0,0,0
ERX556337,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 440;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,9028108595,94581636,3400,7279,50,24,80.27,116685962,54254,20599,70,superspecific,0,0,0,0,0,0,0,0,0
ERX556338,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 448;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,7359430394,76711602,4842,4807,50,24,54.76,95691530,70073,21303,34,superspecific,1,1,1,0,0,0,1,0.00%,0.01%
ERX556339,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 296;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,12321086779,126300944,2854,9350,50,24,86.74,129620933,50959,20231,53,veryspecific,1,0,0,0,0,0,0,0,0
ERX556340,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 430;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,2655260133,27075278,1331,6313,50,23,59.45,40771804,24651,7720,27,superspecific,1,0,0,0,0,0,0,0,0
ERX556341,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 450;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,6174615524,67087958,1464,11660,50,24,66.3,103814923,42439,14238,34,superspecific,5,2,0,0,0,0,3,0.20%,0.00%
ERX556342,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 397;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,11554357457,119610982,4813,5395,50,24,66.67,117522079,73775,24307,56,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
ERX556343,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 444;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,10992046518,111598866,2954,7208,50,24,80.1,104431038,50637,18338,72,superspecific,0,0,0,0,0,0,0,0,0
ERX556345,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 430;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,12257496222,126487568,2981,8513,50,24,57.88,147198978,64636,23833,56,superspecific,6,2,0,0,0,0,2,0.03%,0.01%
ERX556346,Illumina HiSeq 2000 paired end sequencing; Marine metagenome.,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 424;,METAGENOMIC,Failed to decode,ERP003708,Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses,GSC,None,None,408172,8/21/15,6229118260,65674652,1686,10210,50,24,51.08,113541053,61631,17666,49,superspecific,2,4,0,0,0,0,2,0.16%,0.00%
ERX633342,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-25 || environmental package: sediment || geographic location (latitude): -27.704637: DD || geographic location (longitude): 153.235524: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,15756438676,104347276,4960,3798,50,<missing>,12.94,71913701,19202,18708,42,superspecific,0,1,0,0,0,0,1,0.00%,0.00%
ERX633343,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-21 || environmental package: sediment || geographic location (latitude): -27.700732: DD || geographic location (longitude): 153.323178: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,36381880808,240939608,12288,3371,50,<missing>,13.67,134238967,40050,39068,53,specific,0,0,0,0,0,0,0,0,0
ERX633344,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-21 || environmental package: sediment || geographic location (latitude): -27.712026: DD || geographic location (longitude): 153.309488: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,23619432986,156420086,6201,3651,50,<missing>,14.63,84296768,23377,22673,36,superspecific,0,1,0,0,0,0,1,0.00%,0.02%
ERX633345,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-21 || environmental package: sediment || geographic location (latitude): -27.698108: DD || geographic location (longitude): 153.249866: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,35469209326,234895426,16606,3781,50,<missing>,18.03,231134409,61732,60686,106,superspecific,0,3,0,0,0,0,3,0.21%,0.04%
ERX633346,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-22 || environmental package: sediment || geographic location (latitude): -27.698108: DD || geographic location (longitude): 153.249866: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,17778827882,117740582,4174,3403,50,<missing>,9.67,48591761,14163,13861,23,superspecific,0,0,0,0,0,0,0,0,0
ERX633347,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-22 || environmental package: sediment || geographic location (latitude): -26.685476: DD || geographic location (longitude): 153.204016: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,36859581388,244103188,17305,4107,50,<missing>,20.95,268010701,68291,66650,122,superspecific,0,2,0,0,0,0,2,0.12%,0.01%
ERX633348,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-29 || environmental package: sediment || geographic location (latitude): -26.640017: DD || geographic location (longitude): 153.079977: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,46620621236,308745836,14814,3566,50,<missing>,16.1,180541167,52199,50121,45,specific,0,0,0,0,0,0,0,0,0
ERX633349,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-29 || environmental package: sediment || geographic location (latitude): -26.635836: DD || geographic location (longitude): 153.058605: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,33009987388,218609188,6827,3119,50,<missing>,9.82,67797115,21421,20844,28,superspecific,0,0,0,0,0,0,0,0,0
ERX633350,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-29 || environmental package: sediment || geographic location (latitude): -26.578434: DD || geographic location (longitude): 153.066201: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,30601285520,202657520,15481,3584,50,<missing>,20.05,195367083,55199,53501,85,superspecific,2,1,0,0,0,0,3,0.11%,0.00%
ERX633351,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-29 || environmental package: sediment || geographic location (latitude): -26.578146: DD || geographic location (longitude): 153.019187: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,28445530698,188380998,14559,4294,50,<missing>,23.02,244641835,60632,59028,77,superspecific,1,4,0,0,0,0,4,0.20%,0.03%
ERX633352,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-29 || environmental package: sediment || geographic location (latitude): -26.56333: DD || geographic location (longitude): 153.973654: D,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,43094416990,285393490,14359,3860,50,<missing>,16.36,199508484,53571,52117,71,superspecific,0,1,1,0,0,0,2,0.15%,0.02%
ERX633353,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-28 || environmental package: sediment || geographic location (latitude): -26.395367: DD || geographic location (longitude): 153.059813: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,43973683346,291216446,8026,3299,50,<missing>,10.11,88986716,26972,26033,43,superspecific,0,0,0,0,0,0,0,0,0
ERX633354,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-28 || environmental package: sediment || geographic location (latitude): -26.37455: DD || geographic location (longitude): 153.039828: D,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,36868502166,244162266,7588,3738,50,<missing>,11.24,107571586,29277,28330,44,superspecific,0,1,0,0,0,0,1,0.00%,0.01%
ERX633355,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-28 || environmental package: sediment || geographic location (latitude): -26.335576: DD || geographic location (longitude): 153.034873: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,44452344890,294386390,12429,3887,50,<missing>,16.5,203858589,52823,51187,73,superspecific,1,5,0,0,0,0,5,0.19%,0.07%
ERX633356,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-28 || environmental package: sediment || geographic location (latitude): -26.19124: DD || geographic location (longitude): 153.011435: D,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,43619549086,288871186,19746,4113,50,<missing>,21.02,300531620,78695,74950,113,superspecific,0,5,0,0,0,0,4,0.23%,0.06%
ERX633357,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000,PAIRED - NOMINAL_LENGTH: 550;,METAGENOMIC,investigation type: metagenome || project name: SEQld || sequencing method: Illumina HiSeq || collection date: 2012-05-28 || environmental package: sediment || geographic location (latitude): -26.317748: DD || geographic location (longitude): 152.995906: ,ERP008814,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",CSIRO,None,None,256318,8/21/15,47291253308,313187108,6059,3546,50,<missing>,12.8,82844068,22527,22403,45,superspecific,1,1,0,0,0,0,0,0,0
ERX639090,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 290;,METAGENOMIC,"investigation type: metagenome || project name: 2013 'Omics from the diffuse hydrothermal vents of Axial Seamount || sequencing method: Illumina paired-end, overlapping || collection date: 2013-09-06 || environmental package: water || geographic location ",ERP008851,Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013,MBL,None,None,256318,8/21/15,864000000,8000000,255,3101,50,22,29.82,2649160,1184,812,3,superspecific,0,0,0,0,0,0,0,0,0
ERX639094,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 290;,METAGENOMIC,"investigation type: metagenome || project name: 2013 'Omics from the diffuse hydrothermal vents of Axial Seamount || sequencing method: Illumina paired-end, overlapping || collection date: 2013-09-06 || environmental package: water || geographic location ",ERP008851,Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013,MBL,None,None,256318,8/21/15,864000000,8000000,218,3126,50,22,29.36,2344060,1074,701,2,superspecific,0,0,0,0,0,0,0,0,0
ERX639098,Illumina HiSeq 1000 paired end sequencing,Illumina HiSeq 1000,PAIRED - NOMINAL_LENGTH: 290;,METAGENOMIC,"investigation type: metagenome || project name: 2013 'Omics from the diffuse hydrothermal vents of Axial Seamount || sequencing method: Illumina paired-end, overlapping || collection date: 2013-09-06 || environmental package: water || geographic location ",ERP008851,Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013,MBL,None,None,256318,8/21/15,413663544,3830218,59,6273,50,21,24.51,1126619,394,237,1,superspecific,0,0,0,0,0,0,0,0,0
